Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Boreal	100	1	1	66		58				1	137	cold-len		25	25	cold-min		9	15	cold-max		21	30	1	lblu	scha												0	0	0
Hibernal	100	1		91		83				1	137	cold-len		25	25	cold-min		16	20	cold-max		31	40	1	lblu	scha												0	0	0
Ember	100	1	1	5		3				2	138	fire-min		2	4	fire-max		5	10							lcha												0	0	0
Smoldering	100	1	1	15		11				1	138	fire-min		4	10	fire-max		11	15							lcha												0	0	0
Smoking	100	1	1	28		21				1	138	fire-min		8	15	fire-max		16	40					1	lred	lcha												0	0	0
Flaming	100	1		43		35				1	138	fire-min		16	30	fire-max		21	75					1	lred	lcha												0	0	0
Ember	100	1	1	13		9				2	138	fire-min		2	5	fire-max		6	15							mcha												0	0	0
Smoldering	100	1	1	27		20				1	138	fire-min		5	10	fire-max		16	20							mcha												0	0	0
Smoking	100	1	1	47		39				1	138	fire-min		10	20	fire-max		31	50					1	lred	mcha												0	0	0
Flaming	100	1		67		59				1	138	fire-min		20	40	fire-max		51	85					1	lred	mcha												0	0	0
Ember	100	1	1	21		15				2	138	fire-min		1	2	fire-max		5	10							scha												0	0	0
Smoldering	100	1	1	40		32				1	138	fire-min		4	6	fire-max		10	20							scha												0	0	0
Smoking	100	1	1	64		56				1	138	fire-min		8	15	fire-max		20	40					1	lred	scha												0	0	0
Flaming	100	1		89		81				1	138	fire-min		16	25	fire-max		30	60					1	lred	scha												0	0	0
Static	100	1	1	7		5				2	139	ltng-min		1	1	ltng-max		12	20							lcha												0	0	0
Glowing	100	1	1	14		10				1	139	ltng-min		1	1	ltng-max		30	68							lcha												0	0	0
Arcing	100	1	1	29		21				1	139	ltng-min		1	1	ltng-max		80	176					1	whit	lcha												0	0	0
Shocking	100	1		44		36				1	139	ltng-min		1	1	ltng-max		160	316					1	whit	lcha												0	0	0
Static	100	1	1	14		10				2	139	ltng-min		1	1	ltng-max		18	36							mcha												0	0	0
Glowing	100	1	1	28		20				1	139	ltng-min		1	1	ltng-max		50	104							mcha												0	0	0
Arcing	100	1	1	48		40				1	139	ltng-min		1	1	ltng-max		100	232		2			1	whit	mcha												0	0	0
Shocking	100	1		68		60				1	139	ltng-min		1	1	ltng-max		180	360					1	whit	mcha												0	0	0
Static	100	1	1	23		17				2	139	ltng-min		1	1	ltng-max		24	44							scha												0	0	0
Glowing	100	1	1	41		33				1	139	ltng-min		1	1	ltng-max		48	96							scha												0	0	0
Arcing	100	1	1	65		57				1	139	ltng-min		1	1	ltng-max		75	172					1	whit	scha												0	0	0
Shocking	100	1		90		82				1	139	ltng-min		1	1	ltng-max		150	284					1	whit	scha												0	0	0
Septic	100	1	1	1		1				2	140	dmg-pois	75	36	36											lcha												0	0	0
Envenomed	100	1	1	12		9				1	140	dmg-pois	100	78	78											lcha												0	0	0
Toxic	100	1	1	27		20				1	140	dmg-pois	125	206	206			2						1	dgrn	lcha												0	0	0
Pestilent	100	1		42		34				1	140	dmg-pois	150	342	342									1	dgrn	lcha												0	0	0
Septic	100	1	1	9		6				2	140	dmg-pois	75	70	70											mcha												0	0	0
Envenomed	100	1	1	26		19				1	140	dmg-pois	100	154	154											mcha												0	0	0
Toxic	100	1	1	46		38				1	140	dmg-pois	125	370	370									1	dgrn	mcha												0	0	0
Pestilent	100	1		66		58				1	140	dmg-pois	150	598	598									1	dgrn	mcha												0	0	0
Septic	100	1	1	18		13				2	140	dmg-pois	75	104	104											scha												0	0	0
Envenomed	100	1	1	39		31				1	140	dmg-pois	100	256	256											scha												0	0	0
Toxic	100	1	1	63		55				1	140	dmg-pois	125	410	410									1	dgrn	scha												0	0	0
Pestilent	100	1		88		80				1	140	dmg-pois	150	598	598									1	dgrn	scha												0	0	0
Tireless	1	1	1	1	5	1				4	108	regen-stam		15	15											boot												0	0	0
Lizard's	1	1	1	1	2	1				4	115	mana		5	8											armo	ring	amul	rod	orb			boot	glov				0	0	0
Azure	1	1	1	1	4	1				3	117	res-cold		10	15											armo	ring	amul	orb	circ								0	0	0
Crimson	1	1	1	1	4	1				3	118	res-fire		10	15											armo	ring	amul	orb	circ								0	0	0
Tangerine	1	1	1	1	4	1				3	119	res-ltng		10	15											armo	ring	amul	orb	circ								0	0	0
Beryl	1	1	1	1	4	1				3	120	res-pois		10	15											armo	ring	amul	orb	circ								0	0	0
Godly	100	1	1	50		43				1	101	ac%		151	250									1	dgld	armo												0	0	0
Cruel	100	1	1	56		48				1	105	dmg%		301	360									1	blac	weap							staf	wand	orb			0	0	0
